"","dist_F7413","dist_F7537","dist_F9689","RID","min_dist","min_FID","min_inv_dist","Block_y","Tract","BID"
"65",132,103,152,8238,103,"7537",0.00970873786407767,1006,514,"1006514"
"66",130,101,150,7881,101,"7537",0.0099009900990099,1006,514,"1006514"
"67",140,112,161,7285,112,"7537",0.00892857142857143,1006,514,"1006514"
"68",135,107,166,7120,107,"7537",0.00934579439252336,1006,514,"1006514"
"69",134,106,167,9376,106,"7537",0.00943396226415094,1006,514,"1006514"
"70",126,98,171,8457,98,"7537",0.0102040816326531,1008,514,"1008514"
"71",127,99,172,7514,99,"7537",0.0101010101010101,1006,514,"1006514"
"72",122,94,167,8805,94,"7537",0.0106382978723404,1008,514,"1008514"
"73",129,101,174,10358,101,"7537",0.0099009900990099,1008,514,"1008514"
"74",197,168,217,9582,168,"7537",0.00595238095238095,1010,514,"1010514"
"75",192,163,212,8943,163,"7537",0.00613496932515337,1010,514,"1010514"
"76",198,169,218,8793,169,"7537",0.00591715976331361,1010,514,"1010514"
"77",197,168,217,7187,168,"7537",0.00595238095238095,1010,514,"1010514"
"78",195,166,215,9119,166,"7537",0.00602409638554217,1010,514,"1010514"
"79",194,165,214,10494,165,"7537",0.00606060606060606,1010,514,"1010514"
"80",178,149,198,9074,149,"7537",0.00671140939597315,1011,514,"1011514"
"81",191,162,211,8647,162,"7537",0.00617283950617284,1011,514,"1011514"
"82",190,161,210,8368,161,"7537",0.0062111801242236,1011,514,"1011514"
"83",195,166,215,9705,166,"7537",0.00602409638554217,1011,514,"1011514"
"84",189,160,209,9517,160,"7537",0.00625,1011,514,"1011514"
"85",188,159,208,7432,159,"7537",0.00628930817610063,1011,514,"1011514"
"86",185,156,205,9283,156,"7537",0.00641025641025641,1011,514,"1011514"
"87",187,158,207,9783,158,"7537",0.00632911392405063,1011,514,"1011514"
"88",186,157,206,9011,157,"7537",0.00636942675159236,1011,514,"1011514"
"89",183,154,203,8578,154,"7537",0.00649350649350649,1011,514,"1011514"
"90",181,152,201,10822,152,"7537",0.00657894736842105,1011,514,"1011514"
"91",182,153,202,8863,153,"7537",0.0065359477124183,1011,514,"1011514"
"92",180,151,200,9012,151,"7537",0.00662251655629139,1011,514,"1011514"
"93",165,136,185,7117,136,"7537",0.00735294117647059,1012,514,"1012514"
"94",170,141,190,7434,141,"7537",0.00709219858156028,1012,514,"1012514"
"95",180,151,200,8231,151,"7537",0.00662251655629139,1012,514,"1012514"
"96",176,147,196,8016,147,"7537",0.00680272108843537,1012,514,"1012514"
"97",175,146,195,8063,146,"7537",0.00684931506849315,1012,514,"1012514"
"98",174,145,194,8648,145,"7537",0.00689655172413793,1012,514,"1012514"
"99",173,144,193,9924,144,"7537",0.00694444444444444,1012,514,"1012514"
"100",171,142,191,8580,142,"7537",0.00704225352112676,1012,514,"1012514"
"101",170,141,190,8064,141,"7537",0.00709219858156028,1012,514,"1012514"
"102",168,139,188,7926,139,"7537",0.00719424460431655,1012,514,"1012514"
"103",120,91,140,10139,91,"7537",0.010989010989011,1013,514,"1013514"
"104",167,138,187,8469,138,"7537",0.0072463768115942,1012,514,"1012514"
"105",162,133,182,8234,133,"7537",0.0075187969924812,1014,514,"1014514"
"106",159,130,179,9224,130,"7537",0.00769230769230769,1014,514,"1014514"
"107",157,128,177,9785,128,"7537",0.0078125,1014,514,"1014514"
"108",167,138,187,9784,138,"7537",0.0072463768115942,1014,514,"1014514"
"109",165,136,185,7435,136,"7537",0.00735294117647059,1014,514,"1014514"
"110",160,131,180,7359,131,"7537",0.00763358778625954,1016,514,"1016514"
"111",157,128,177,9079,128,"7537",0.0078125,1016,514,"1016514"
"112",156,127,176,9356,127,"7537",0.0078740157480315,1016,514,"1016514"
"113",165,136,185,9658,136,"7537",0.00735294117647059,1016,514,"1016514"
"114",154,125,174,10213,125,"7537",0.008,1016,514,"1016514"
"115",152,123,172,9080,123,"7537",0.00813008130081301,1016,514,"1016514"
"116",128,100,173,7127,100,"7537",0.01,1017,514,"1017514"
"117",127,99,172,9810,99,"7537",0.0101010101010101,1017,514,"1017514"
"118",133,105,178,8658,105,"7537",0.00952380952380952,1017,514,"1017514"
"119",137,109,182,8384,109,"7537",0.00917431192660551,1017,514,"1017514"
"120",138,110,183,9936,110,"7537",0.00909090909090909,1017,514,"1017514"
"121",130,101,150,7730,101,"7537",0.0099009900990099,1018,514,"1018514"
"122",118,89,138,9157,89,"7537",0.0112359550561798,1018,514,"1018514"
"123",172,143,192,10212,143,"7537",0.00699300699300699,1019,514,"1019514"
"124",167,138,187,8948,138,"7537",0.0072463768115942,1019,514,"1019514"
"125",165,136,185,9077,136,"7537",0.00735294117647059,1019,514,"1019514"
"126",165,136,185,9078,136,"7537",0.00735294117647059,1019,514,"1019514"
"127",186,157,206,8577,157,"7537",0.00636942675159236,1020,514,"1020514"
"128",184,155,204,9921,155,"7537",0.00645161290322581,1020,514,"1020514"
"129",181,152,201,9781,152,"7537",0.00657894736842105,1020,514,"1020514"
"130",179,150,199,7357,150,"7537",0.00666666666666667,1020,514,"1020514"
"131",177,148,197,7281,148,"7537",0.00675675675675676,1020,514,"1020514"
"132",136,107,156,10897,107,"7537",0.00934579439252336,1021,514,"1021514"
"133",157,128,177,10279,128,"7537",0.0078125,1023,514,"1023514"
"134",166,137,186,10826,137,"7537",0.0072992700729927,1023,514,"1023514"
"135",159,130,179,9518,130,"7537",0.00769230769230769,1023,514,"1023514"
"136",157,128,177,8079,128,"7537",0.0078125,1023,514,"1023514"
"137",156,127,176,10071,127,"7537",0.0078740157480315,1023,514,"1023514"
"138",165,136,185,8065,136,"7537",0.00735294117647059,1024,514,"1024514"
"139",170,141,190,8369,141,"7537",0.00709219858156028,1024,514,"1024514"
"140",173,144,193,8864,144,"7537",0.00694444444444444,1024,514,"1024514"
"141",172,143,192,9925,143,"7537",0.00699300699300699,1024,514,"1024514"
"142",171,142,191,9285,142,"7537",0.00704225352112676,1024,514,"1024514"
"143",170,141,190,9076,141,"7537",0.00709219858156028,1024,514,"1024514"
"144",168,139,188,8947,139,"7537",0.00719424460431655,1024,514,"1024514"
"145",167,138,187,9656,138,"7537",0.0072463768115942,1024,514,"1024514"
"146",166,137,186,9013,137,"7537",0.0072992700729927,1024,514,"1024514"
"147",164,135,184,10827,135,"7537",0.00740740740740741,1023,514,"1023514"
"148",179,150,199,10569,150,"7537",0.00666666666666667,1025,514,"1025514"
"149",180,151,200,9923,151,"7537",0.00662251655629139,1025,514,"1025514"
"150",177,148,197,7433,148,"7537",0.00675675675675676,1025,514,"1025514"
"151",183,154,203,8944,154,"7537",0.00649350649350649,1025,514,"1025514"
"152",190,161,210,10209,161,"7537",0.0062111801242236,1025,514,"1025514"
"153",192,163,212,9516,163,"7537",0.00613496932515337,1025,514,"1025514"
"154",178,149,198,9284,149,"7537",0.00671140939597315,1025,514,"1025514"
"155",116,88,161,7644,88,"7537",0.0113636363636364,1026,514,"1026514"
"156",121,93,166,9228,93,"7537",0.010752688172043,1026,514,"1026514"
"157",126,98,171,8732,98,"7537",0.0102040816326531,1026,514,"1026514"
"158",122,94,167,7821,94,"7537",0.0106382978723404,1026,514,"1026514"
"159",120,92,165,9933,92,"7537",0.0108695652173913,1026,514,"1026514"
"160",96,67,116,7883,67,"7537",0.0149253731343284,2000,514,"2000514"
"161",99,70,119,8157,70,"7537",0.0142857142857143,2000,514,"2000514"
"162",100,71,120,7443,71,"7537",0.0140845070422535,2000,514,"2000514"
"163",102,73,122,9161,73,"7537",0.0136986301369863,2000,514,"2000514"
"164",101,72,121,8586,72,"7537",0.0138888888888889,2000,514,"2000514"
"165",103,74,123,9931,74,"7537",0.0135135135135135,2000,514,"2000514"
"166",99,70,119,7882,70,"7537",0.0142857142857143,2000,514,"2000514"
"167",107,78,127,9798,78,"7537",0.0128205128205128,2000,514,"2000514"
"168",110,81,130,8729,81,"7537",0.0123456790123457,2000,514,"2000514"
"169",115,86,135,7943,86,"7537",0.0116279069767442,2000,514,"2000514"
"170",130,101,150,7195,101,"7537",0.0099009900990099,2000,514,"2000514"
"171",132,103,152,9158,103,"7537",0.00970873786407767,2000,514,"2000514"
"172",134,105,154,7364,105,"7537",0.00952380952380952,2000,514,"2000514"
"173",135,106,155,7880,106,"7537",0.00943396226415094,2000,514,"2000514"
"174",139,110,159,7362,110,"7537",0.00909090909090909,2000,514,"2000514"
"175",141,112,161,7361,112,"7537",0.00892857142857143,2000,514,"2000514"
"176",145,116,165,8582,116,"7537",0.00862068965517241,2000,514,"2000514"
"177",147,118,167,8950,118,"7537",0.00847457627118644,2000,514,"2000514"
"178",146,117,166,9287,117,"7537",0.00854700854700855,2000,514,"2000514"
"179",148,119,168,9928,119,"7537",0.00840336134453781,2000,514,"2000514"
"180",151,122,171,8723,122,"7537",0.00819672131147541,2000,514,"2000514"
"181",152,123,172,9660,123,"7537",0.00813008130081301,2000,514,"2000514"
"182",152,123,172,9659,123,"7537",0.00813008130081301,2000,514,"2000514"
"183",151,122,171,9519,122,"7537",0.00819672131147541,2000,514,"2000514"
"184",149,120,169,10072,120,"7537",0.00833333333333333,2000,514,"2000514"
"185",144,115,164,9520,115,"7537",0.00869565217391304,2000,514,"2000514"
"186",139,110,159,9359,110,"7537",0.00909090909090909,2000,514,"2000514"
"187",134,105,154,10215,105,"7537",0.00952380952380952,2000,514,"2000514"
"188",135,106,155,10634,106,"7537",0.00943396226415094,2000,514,"2000514"
"189",130,101,150,8951,101,"7537",0.0099009900990099,2000,514,"2000514"
"190",132,103,152,9150,103,"7537",0.00970873786407767,2000,514,"2000514"
"191",127,98,147,10497,98,"7537",0.0102040816326531,2000,514,"2000514"
"192",128,99,148,9015,99,"7537",0.0101010101010101,2000,514,"2000514"
"193",123,94,143,8087,94,"7537",0.0106382978723404,2000,514,"2000514"
"194",121,92,141,7939,92,"7537",0.0108695652173913,2000,514,"2000514"
"195",117,88,137,10076,88,"7537",0.0113636363636364,2000,514,"2000514"
"196",104,75,124,9592,75,"7537",0.0133333333333333,2001,514,"2001514"
"197",106,77,126,7119,77,"7537",0.012987012987013,2001,514,"2001514"
"198",106,77,126,8802,77,"7537",0.012987012987013,2001,514,"2001514"
"199",107,78,127,9373,78,"7537",0.0128205128205128,2001,514,"2001514"
"200",111,82,131,10898,82,"7537",0.0121951219512195,2001,514,"2001514"
"201",113,84,133,9796,84,"7537",0.0119047619047619,2001,514,"2001514"
"202",114,85,134,10219,85,"7537",0.0117647058823529,2001,514,"2001514"
"203",116,87,136,8803,87,"7537",0.0114942528735632,2001,514,"2001514"
"204",120,91,140,9291,91,"7537",0.010989010989011,2001,514,"2001514"
"205",118,89,138,10078,89,"7537",0.0112359550561798,2001,514,"2001514"
"206",122,93,142,8952,93,"7537",0.010752688172043,2001,514,"2001514"
"207",120,91,140,8868,91,"7537",0.010989010989011,2001,514,"2001514"
"208",119,90,139,9795,90,"7537",0.0111111111111111,2001,514,"2001514"
"209",126,97,146,8243,97,"7537",0.0103092783505155,2001,514,"2001514"
"210",117,88,137,10001,88,"7537",0.0113636363636364,2001,514,"2001514"
"211",115,86,135,10002,86,"7537",0.0116279069767442,2001,514,"2001514"
"212",114,85,134,9083,85,"7537",0.0117647058823529,2001,514,"2001514"
"213",112,83,132,8375,83,"7537",0.0120481927710843,2001,514,"2001514"
"214",111,82,131,7284,82,"7537",0.0121951219512195,2001,514,"2001514"
"215",117,88,137,9372,88,"7537",0.0113636363636364,2001,514,"2001514"
"216",122,93,142,7940,93,"7537",0.010752688172043,2001,514,"2001514"
"217",132,103,152,8483,103,"7537",0.00970873786407767,2001,514,"2001514"
"218",135,106,155,9365,106,"7537",0.00943396226415094,2001,514,"2001514"
"219",133,104,153,9364,104,"7537",0.00961538461538462,2001,514,"2001514"
"220",130,101,150,8372,101,"7537",0.0099009900990099,2001,514,"2001514"
"221",132,103,152,8482,103,"7537",0.00970873786407767,2001,514,"2001514"
"222",124,95,144,7191,95,"7537",0.0105263157894737,2001,514,"2001514"
"223",126,97,146,7192,97,"7537",0.0103092783505155,2001,514,"2001514"
"224",127,98,147,9155,98,"7537",0.0102040816326531,2001,514,"2001514"
"225",129,100,149,7190,100,"7537",0.01,2001,514,"2001514"
"226",129,100,149,8583,100,"7537",0.01,2001,514,"2001514"
"227",126,97,146,10216,97,"7537",0.0103092783505155,2001,514,"2001514"
"228",124,95,144,9790,95,"7537",0.0105263157894737,2001,514,"2001514"
"229",118,89,138,10283,89,"7537",0.0112359550561798,2001,514,"2001514"
"230",115,86,135,9081,86,"7537",0.0116279069767442,2001,514,"2001514"
"231",113,84,133,10426,84,"7537",0.0119047619047619,2001,514,"2001514"
"232",126,97,146,10351,97,"7537",0.0103092783505155,2003,514,"2003514"
"233",126,97,146,8653,97,"7537",0.0103092783505155,2003,514,"2003514"
"234",131,102,151,10425,102,"7537",0.00980392156862745,2003,514,"2003514"
"235",124,95,144,8726,95,"7537",0.0105263157894737,2003,514,"2003514"
"236",133,104,153,10424,104,"7537",0.00961538461538462,2003,514,"2003514"
"237",136,107,156,9289,107,"7537",0.00934579439252336,2003,514,"2003514"
"238",141,112,161,9661,112,"7537",0.00892857142857143,2003,514,"2003514"
"239",145,116,165,9361,116,"7537",0.00862068965517241,2003,514,"2003514"
"240",148,119,168,8652,119,"7537",0.00840336134453781,2003,514,"2003514"
"241",139,110,159,8796,110,"7537",0.00909090909090909,2003,514,"2003514"
"242",140,111,160,9789,111,"7537",0.00900900900900901,2003,514,"2003514"
"243",137,108,157,10074,108,"7537",0.00925925925925926,2003,514,"2003514"
"244",135,106,155,10075,106,"7537",0.00943396226415094,2003,514,"2003514"
"245",134,105,154,7630,105,"7537",0.00952380952380952,2003,514,"2003514"
"246",132,103,152,9368,103,"7537",0.00970873786407767,2003,514,"2003514"
"247",140,111,160,9360,111,"7537",0.00900900900900901,2003,514,"2003514"
"248",130,101,150,10830,101,"7537",0.0099009900990099,2003,514,"2003514"
"249",89,60,109,7645,60,"7537",0.0166666666666667,2004,514,"2004514"
"250",87,58,107,8957,58,"7537",0.0172413793103448,2004,514,"2004514"
"251",86,57,106,7203,57,"7537",0.0175438596491228,2004,514,"2004514"
"252",95,66,115,8804,66,"7537",0.0151515151515152,2005,514,"2005514"
"253",89,60,109,10900,60,"7537",0.0166666666666667,2009,514,"2009514"
"254",94,65,114,9595,65,"7537",0.0153846153846154,2009,514,"2009514"
"255",100,71,120,10003,71,"7537",0.0140845070422535,2009,514,"2009514"
"256",85,56,105,8958,56,"7537",0.0178571428571429,2010,514,"2010514"
"257",88,59,108,8380,59,"7537",0.0169491525423729,2010,514,"2010514"
"258",95,66,115,9379,66,"7537",0.0151515151515152,2010,514,"2010514"
"259",90,61,110,10505,61,"7537",0.0163934426229508,2010,514,"2010514"
"260",80,35,79,10225,35,"7537",0.0285714285714286,1000,515,"1000515"
"261",9,40,78,7909,9,"7413",0.111111111111111,1000,515,"1000515"
"262",14,40,83,9329,14,"7413",0.0714285714285714,1000,515,"1000515"
"263",13,36,82,8908,13,"7413",0.0769230769230769,1000,515,"1000515"
"264",27,29,96,10103,27,"7413",0.037037037037037,1001,515,"1001515"
"265",75,37,86,10902,37,"7537",0.027027027027027,1001,515,"1001515"
"266",73,35,88,10009,35,"7537",0.0285714285714286,1001,515,"1001515"
"267",72,34,89,10434,34,"7537",0.0294117647058824,1001,515,"1001515"
"268",69,31,92,9024,31,"7537",0.032258064516129,1001,515,"1001515"
"269",67,24,96,10774,24,"7537",0.0416666666666667,1001,515,"1001515"
"270",26,28,95,7620,26,"7413",0.0384615384615385,1003,515,"1003515"
"271",59,20,104,8390,20,"7537",0.05,1003,515,"1003515"
"272",50,16,112,10014,16,"7537",0.0625,1003,515,"1003515"
"273",67,24,96,8739,24,"7537",0.0416666666666667,1004,515,"1004515"
"274",57,22,106,8668,22,"7537",0.0454545454545455,1004,515,"1004515"
"275",55,24,108,8253,24,"7537",0.0416666666666667,1004,515,"1004515"
"276",61,18,102,10907,18,"7537",0.0555555555555556,1004,515,"1004515"
"277",62,17,101,9176,17,"7537",0.0588235294117647,1004,515,"1004515"
"278",53,13,109,9678,13,"7537",0.0769230769230769,1005,515,"1005515"
"279",8,55,67,7993,8,"7413",0.125,1005,515,"1005515"
"280",2,49,69,7854,2,"7413",0.5,1005,515,"1005515"
"281",13,59,73,7493,13,"7413",0.0769230769230769,1005,515,"1005515"
"282",10,57,69,8769,10,"7413",0.1,1005,515,"1005515"
"283",28,21,97,10461,21,"7537",0.0476190476190476,1006,515,"1006515"
"284",32,23,101,8897,23,"7537",0.0434782608695652,1006,515,"1006515"
"285",31,22,100,8293,22,"7537",0.0454545454545455,1006,515,"1006515"
"286",35,26,104,9426,26,"7537",0.0384615384615385,1006,515,"1006515"
"287",34,25,103,7609,25,"7537",0.04,1006,515,"1006515"
"288",37,28,106,7966,28,"7537",0.0357142857142857,1006,515,"1006515"
"289",38,29,107,10460,29,"7537",0.0344827586206897,1006,515,"1006515"
"290",40,31,109,9247,31,"7537",0.032258064516129,1006,515,"1006515"
"291",42,33,111,10238,33,"7537",0.0303030303030303,1006,515,"1006515"
"292",44,35,113,7666,35,"7537",0.0285714285714286,1006,515,"1006515"
"293",38,41,107,9741,38,"7413",0.0263157894736842,1006,515,"1006515"
"294",36,39,105,7770,36,"7413",0.0277777777777778,1006,515,"1006515"
"295",34,37,103,7233,34,"7413",0.0294117647058824,1006,515,"1006515"
"296",33,36,102,9106,33,"7413",0.0303030303030303,1006,515,"1006515"
"297",26,29,95,8901,26,"7413",0.0384615384615385,1006,515,"1006515"
"298",50,16,112,7891,16,"7537",0.0625,1007,515,"1007515"
"299",38,28,107,10379,28,"7537",0.0357142857142857,1007,515,"1007515"
"300",41,31,110,8822,31,"7537",0.032258064516129,1007,515,"1007515"
"301",40,30,109,10649,30,"7537",0.0333333333333333,1007,515,"1007515"
"302",50,40,119,7603,40,"7537",0.025,1007,515,"1007515"
"303",44,35,113,7311,35,"7537",0.0285714285714286,1007,515,"1007515"
"304",48,39,117,8121,39,"7537",0.0256410256410256,1007,515,"1007515"
"305",42,33,111,10096,33,"7537",0.0303030303030303,1007,515,"1007515"
"306",39,30,108,8528,30,"7537",0.0333333333333333,1007,515,"1007515"
"307",36,27,105,10306,27,"7537",0.037037037037037,1007,515,"1007515"
"308",35,26,104,8478,26,"7537",0.0384615384615385,1007,515,"1007515"
"309",33,24,102,9949,24,"7537",0.0416666666666667,1007,515,"1007515"
"310",47,31,116,10848,31,"7537",0.032258064516129,1008,515,"1008515"
"311",49,33,118,10018,33,"7537",0.0303030303030303,1008,515,"1008515"
"312",54,38,123,10521,38,"7537",0.0263157894736842,1008,515,"1008515"
"313",52,42,121,10645,42,"7537",0.0238095238095238,1008,515,"1008515"
"314",48,38,117,8676,38,"7537",0.0263157894736842,1008,515,"1008515"
"315",43,33,112,7954,33,"7537",0.0303030303030303,1008,515,"1008515"
"316",42,32,111,9242,32,"7537",0.03125,1008,515,"1008515"
"317",43,23,112,9679,23,"7537",0.0434782608695652,1009,515,"1009515"
"318",51,23,116,8116,23,"7537",0.0434782608695652,1009,515,"1009515"
"319",53,25,118,8468,25,"7537",0.04,1009,515,"1009515"
"320",56,28,121,8883,28,"7537",0.0357142857142857,1009,515,"1009515"
"321",59,31,123,10230,31,"7537",0.032258064516129,1009,515,"1009515"
"322",55,39,124,9307,39,"7537",0.0256410256410256,1009,515,"1009515"
"323",51,35,120,9608,35,"7537",0.0285714285714286,1009,515,"1009515"
"324",50,34,119,10447,34,"7537",0.0294117647058824,1009,515,"1009515"
"325",45,29,114,8031,29,"7537",0.0344827586206897,1009,515,"1009515"
"326",34,15,103,10924,15,"7537",0.0666666666666667,1010,515,"1010515"
"327",58,29,111,7750,29,"7537",0.0344827586206897,1010,515,"1010515"
"328",59,30,112,8596,30,"7537",0.0333333333333333,1010,515,"1010515"
"329",63,34,116,8462,34,"7537",0.0294117647058824,1010,515,"1010515"
"330",64,35,117,10709,35,"7537",0.0285714285714286,1010,515,"1010515"
"331",64,36,118,8465,36,"7537",0.0277777777777778,1010,515,"1010515"
"332",64,36,118,7748,36,"7537",0.0277777777777778,1010,515,"1010515"
"333",55,27,120,10583,27,"7537",0.037037037037037,1010,515,"1010515"
"334",56,28,121,8598,28,"7537",0.0357142857142857,1010,515,"1010515"
"335",54,26,119,8813,26,"7537",0.0384615384615385,1010,515,"1010515"
"336",53,25,118,7299,25,"7537",0.04,1010,515,"1010515"
"337",36,26,105,9103,26,"7537",0.0384615384615385,1011,515,"1011515"
"338",33,16,102,9743,16,"7537",0.0625,1011,515,"1011515"
"339",60,31,102,10149,31,"7537",0.032258064516129,1011,515,"1011515"
"340",66,37,106,9803,37,"7537",0.027027027027027,1011,515,"1011515"
"341",63,34,116,7744,34,"7537",0.0294117647058824,1011,515,"1011515"
"342",66,37,116,8460,37,"7537",0.027027027027027,1011,515,"1011515"
"343",61,32,114,8589,32,"7537",0.03125,1011,515,"1011515"
"344",32,17,101,7316,17,"7537",0.0588235294117647,1012,515,"1012515"
"345",56,27,109,7746,27,"7537",0.037037037037037,1011,515,"1011515"
"346",68,39,104,10147,39,"7537",0.0256410256410256,1012,515,"1012515"
"347",68,39,104,9719,39,"7537",0.0256410256410256,1012,515,"1012515"
"348",62,33,104,9173,33,"7537",0.0303030303030303,1012,515,"1012515"
"349",28,21,97,10529,21,"7537",0.0476190476190476,1013,515,"1013515"
"350",63,28,98,7653,28,"7537",0.0357142857142857,1013,515,"1013515"
"351",69,31,92,10087,31,"7537",0.032258064516129,1013,515,"1013515"
"352",65,36,95,9089,36,"7537",0.0277777777777778,1013,515,"1013515"
"353",63,34,97,7946,34,"7537",0.0294117647058824,1013,515,"1013515"
"354",31,21,100,8201,21,"7537",0.0476190476190476,1014,515,"1014515"
"355",26,28,95,7616,26,"7413",0.0384615384615385,1015,515,"1015515"
"356",27,29,96,8828,27,"7413",0.037037037037037,1016,515,"1016515"
"357",34,15,103,8404,15,"7537",0.0666666666666667,1016,515,"1016515"
"358",8,47,77,10740,8,"7413",0.125,1016,515,"1016515"
"359",10,49,79,10738,10,"7413",0.1,1016,515,"1016515"
"360",13,52,82,10248,13,"7413",0.0769230769230769,1016,515,"1016515"
"361",14,53,83,10318,14,"7413",0.0714285714285714,1016,515,"1016515"
"362",18,57,87,8622,18,"7413",0.0555555555555556,1016,515,"1016515"
"363",20,59,89,7781,20,"7413",0.05,1016,515,"1016515"
"364",23,64,90,8986,23,"7413",0.0434782608695652,1016,515,"1016515"
"365",18,64,85,7911,18,"7413",0.0555555555555556,1016,515,"1016515"
"366",16,62,83,7489,16,"7413",0.0625,1016,515,"1016515"
"367",13,59,80,10043,13,"7413",0.0769230769230769,1016,515,"1016515"
"368",10,56,77,7913,10,"7413",0.1,1016,515,"1016515"
"369",7,53,74,9557,7,"7413",0.142857142857143,1016,515,"1016515"
